-1.980000000000000093e-01,1.250000000000000000e-01,3.416999999999999815e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000146e-03,7.299999999999999545e-02,3.948575126773058219e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,1.990000000000000102e-01
1.880000000000000004e-01,3.500000000000000333e-02,4.382470477137882625e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,3.970000000000000195e-01
3.850000000000000089e-01,8.000000000000000167e-03,4.731074180850035837e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,5.959999999999999742e-01
5.829999999999999627e-01,-8.000000000000000167e-03,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,7.950000000000000400e-01
7.820000000000000284e-01,-1.700000000000000122e-02,5.196461250180109737e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,9.929999999999999938e-01
9.809999999999999831e-01,-2.100000000000000130e-02,5.330447736901636979e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,1.191999999999999948e+00
1.179000000000000048e+00,-2.299999999999999961e-02,5.408832878194127503e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,1.391000000000000014e+00
1.377999999999999892e+00,-2.299999999999999961e-02,5.439606303031698786e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,1.588999999999999968e+00
1.576999999999999957e+00,-2.400000000000000050e-02,5.431084202528221105e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,1.788000000000000034e+00
1.774999999999999911e+00,-2.400000000000000050e-02,5.391037295728858147e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,1.987000000000000099e+00
1.973999999999999977e+00,-2.500000000000000139e-02,5.327869170066063198e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,2.185000000000000053e+00
2.173000000000000043e+00,-2.500000000000000139e-02,5.248947112103202528e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,2.383999999999999897e+00
2.370999999999999996e+00,-2.500000000000000139e-02,5.163016064613369593e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,2.581999999999999851e+00
2.569999999999999840e+00,-2.400000000000000050e-02,5.077213385656623501e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,2.781000000000000139e+00
2.769000000000000128e+00,-2.299999999999999961e-02,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,2.979999999999999982e+00
2.967999999999999972e+00,-1.799999999999999864e-02,4.939664400194836880e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,3.177999999999999936e+00
3.165999999999999925e+00,-1.000000000000000021e-02,4.903602484176796672e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,3.376999999999999780e+00
3.365000000000000213e+00,3.000000000000000062e-03,4.900206400592030498e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-01,1.000000000000000021e-02,0.000000000000000000e+00,3.576000000000000068e+00
3.561999999999999833e+00,2.299999999999999961e-02,4.937212523313712964e+00,9.000000000000000222e-01,1.199999999999999956e+00,4.000000000000000222e-01,1.000000000000000021e-02,1.000000000000000000e+00,3.774000000000000021e+00
