2.5500,4.9100,0.0500,0.0500
2.5000,4.8600,0.0476,0.0476
2.4500,4.8600,0.0478,0.0478
2.4000,4.8600,0.0481,0.0481
2.3500,4.8600,0.0485,0.0485
2.3000,4.8100,0.0467,0.0467
2.2500,4.8100,0.0474,0.0474
2.2000,4.8100,0.0483,0.0483
2.1500,4.8100,0.0492,0.0492
2.1000,4.7600,0.0481,0.0481
2.0500,4.7600,0.0493,0.0493
2.0000,4.7600,0.0506,0.0506
1.9500,4.7100,0.0500,0.0500
1.9000,4.7100,0.0515,0.0515
1.8500,4.6600,0.0513,0.0513
1.8000,4.6100,0.0513,0.0513
1.7500,4.5600,0.0513,0.0513
1.7000,4.5100,0.0502,0.0502
1.6500,4.4600,0.0481,0.0481
1.6000,4.4100,0.0461,0.0461
1.5500,4.3600,0.0443,0.0443
1.5500,4.3100,0.0450,0.0450
1.5000,4.2600,0.0425,0.0425
1.5000,4.2100,0.0425,0.0425
1.5000,4.1600,0.0425,0.0425
1.5000,4.1100,0.0425,0.0425
1.5000,4.0600,0.0425,0.0425
1.5000,4.0100,0.0425,0.0425
1.5000,3.9600,0.0425,0.0425
1.5000,3.9100,0.0425,0.0425
1.5000,3.8600,0.0425,0.0425
1.5000,3.8100,0.0425,0.0425
1.4500,3.7600,0.0401,0.0401
1.4500,3.7100,0.0403,0.0403
1.4500,3.6600,0.0407,0.0407
1.4500,3.6100,0.0412,0.0412
1.4500,3.5600,0.0419,0.0419
1.4500,3.5100,0.0425,0.0425
1.4500,3.4600,0.0425,0.0425
1.4500,3.4100,0.0425,0.0425
1.4500,3.3600,0.0425,0.0425
1.4500,3.3100,0.0425,0.0425
1.4500,3.2600,0.0425,0.0425
1.4500,3.2100,0.0425,0.0425
1.4000,3.1600,0.0447,0.0447
1.4000,3.1100,0.0450,0.0450
1.4000,3.0600,0.0450,0.0450
1.3500,3.0100,0.0459,0.0459
1.3500,2.9600,0.0470,0.0470
1.3500,2.9100,0.0475,0.0475
1.3500,2.8600,0.0474,0.0474
1.3000,2.8100,0.0481,0.0481
1.3000,2.7600,0.0481,0.0481
1.2500,2.7100,0.0481,0.0481
1.2500,2.6600,0.0483,0.0483
1.2000,2.6100,0.0485,0.0485
1.1500,2.5600,0.0480,0.0480
1.1000,2.5100,0.0478,0.0478
1.1000,2.4600,0.0485,0.0485
1.0500,2.4100,0.0480,0.0480
1.0000,2.3600,0.0470,0.0470
0.9500,2.3100,0.0459,0.0459
0.9000,2.2600,0.0447,0.0447
0.8500,2.2600,0.0459,0.0459
0.8000,2.2100,0.0447,0.0447
0.7500,2.2100,0.0459,0.0459
0.7000,2.1600,0.0451,0.0451
0.6500,2.1600,0.0451,0.0451
0.6000,2.1100,0.0447,0.0447
0.5500,2.1100,0.0445,0.0445
0.5000,2.1100,0.0430,0.0430
0.4500,2.1100,0.0416,0.0416
0.4000,2.0600,0.0425,0.0425
0.3500,2.0600,0.0414,0.0414
0.3000,2.0600,0.0404,0.0404
0.2500,2.0600,0.0395,0.0395
0.2000,2.0600,0.0388,0.0388
0.1500,2.0600,0.0382,0.0382
0.1000,2.0100,0.0403,0.0403
0.0500,2.0100,0.0401,0.0401
0.0000,2.0100,0.0400,0.0400
-0.0500,2.0100,0.0400,0.0400
-0.1000,2.0100,0.0400,0.0400
-0.1500,2.0100,0.0400,0.0400
-0.2000,2.0100,0.0400,0.0400
-0.2500,2.0100,0.0400,0.0400
-0.3000,2.0100,0.0400,0.0400
-0.3500,2.0100,0.0400,0.0400
-0.4000,2.0100,0.0400,0.0400
-0.4500,2.0100,0.0400,0.0400
-0.5000,2.0100,0.0401,0.0401
-0.5500,2.0100,0.0403,0.0403
-0.6000,2.0100,0.0407,0.0407
-0.6500,2.0100,0.0412,0.0412
-0.7000,2.0100,0.0419,0.0419
-0.7500,1.9600,0.0443,0.0443
-0.8000,1.9600,0.0450,0.0450
-0.8500,1.9600,0.0450,0.0450
-0.9000,1.9600,0.0450,0.0450
-0.9500,2.0100,0.0425,0.0425
-1.0000,2.0100,0.0426,0.0426
-1.0500,2.0100,0.0428,0.0428
-1.1000,2.0100,0.0432,0.0432
-1.1500,2.0100,0.0437,0.0437
-1.2000,2.0100,0.0443,0.0443
-1.2500,2.0100,0.0450,0.0450
-1.3000,2.0100,0.0450,0.0450
-1.3500,2.0100,0.0450,0.0450
-1.4000,2.0100,0.0450,0.0450
-1.4500,2.0100,0.0450,0.0450
-1.5000,2.0600,0.0426,0.0426
-1.5500,2.0600,0.0428,0.0428
-1.6000,2.0600,0.0432,0.0432
-1.6500,2.0600,0.0437,0.0437
-1.7000,2.0600,0.0443,0.0443
-1.7500,2.0600,0.0450,0.0450
-1.8000,2.0600,0.0450,0.0450
-1.8500,2.0600,0.0450,0.0450
-1.9000,2.0600,0.0450,0.0450
-1.9500,2.1100,0.0425,0.0425
-2.0000,2.1100,0.0426,0.0426
-2.0500,2.1100,0.0428,0.0428
-2.1000,2.1100,0.0432,0.0432
-2.1500,2.1100,0.0437,0.0437
-2.2000,2.1100,0.0443,0.0443
-2.2500,2.1100,0.0450,0.0450
-2.3000,2.1100,0.0450,0.0450
-2.3500,2.1100,0.0450,0.0450
-2.4000,2.1600,0.0425,0.0425
-2.4500,2.1600,0.0425,0.0425
-2.5000,2.1600,0.0425,0.0425
-2.5500,2.1600,0.0425,0.0425
-2.6000,2.1600,0.0426,0.0426
-2.6500,2.1600,0.0428,0.0428
-2.7000,2.1600,0.0432,0.0432
-2.7500,2.1600,0.0437,0.0437
-2.8000,2.1600,0.0443,0.0443
-2.8500,2.1600,0.0450,0.0450
-2.9000,2.1600,0.0450,0.0450
-2.9500,2.1600,0.0443,0.0443
-3.0000,2.1600,0.0437,0.0437
-3.0500,2.2100,0.0425,0.0425
-3.1000,2.2100,0.0425,0.0425
-3.1500,2.2100,0.0426,0.0426
-3.2000,2.2100,0.0428,0.0428
-3.2500,2.2100,0.0432,0.0432
-3.3000,2.2100,0.0437,0.0437
-3.3500,2.2100,0.0443,0.0443
-3.4000,2.2100,0.0450,0.0450
-3.4500,2.2100,0.0450,0.0450
-3.5000,2.2100,0.0450,0.0450
-3.5500,2.2100,0.0450,0.0450
-3.6000,2.2100,0.0443,0.0443
-3.6500,2.2100,0.0437,0.0437
-3.7000,2.2100,0.0432,0.0432
-3.7500,2.2600,0.0428,0.0428
-3.8000,2.2600,0.0432,0.0432
-3.8500,2.2600,0.0437,0.0437
-3.9000,2.2600,0.0443,0.0443
-3.9500,2.2600,0.0450,0.0450
-4.0000,2.2600,0.0450,0.0450
-4.0500,2.2600,0.0450,0.0450
-4.1000,2.2600,0.0450,0.0450
-4.1500,2.2600,0.0450,0.0450
-4.2000,2.2600,0.0450,0.0450
-4.2500,2.2600,0.0450,0.0450
-4.3000,2.2600,0.0443,0.0443
-4.3500,2.3100,0.0426,0.0426
-4.4000,2.3100,0.0428,0.0428
-4.4500,2.3100,0.0432,0.0432
-4.5000,2.3100,0.0437,0.0437
-4.5500,2.3100,0.0443,0.0443
-4.6000,2.3100,0.0450,0.0450
-4.6500,2.3600,0.0425,0.0425
-4.7000,2.3600,0.0425,0.0425
-4.7500,2.3600,0.0425,0.0425
-4.8000,2.3600,0.0425,0.0425
-4.8500,2.3600,0.0425,0.0425
-4.9000,2.3600,0.0426,0.0426
-4.9500,2.3600,0.0428,0.0428
-5.0000,2.3600,0.0432,0.0432
-5.0500,2.3600,0.0437,0.0437
-5.1000,2.3600,0.0443,0.0443
-5.1500,2.3600,0.0450,0.0450
-5.2000,2.3600,0.0443,0.0443
-5.2500,2.3600,0.0437,0.0437
-5.3000,2.3600,0.0432,0.0432
-5.3500,2.3600,0.0428,0.0428
-5.4000,2.3600,0.0426,0.0426
-5.4500,2.3600,0.0425,0.0425
-5.5000,2.3600,0.0425,0.0425
-5.5500,2.3600,0.0425,0.0425
-5.6000,2.3600,0.0425,0.0425
-5.6500,2.3600,0.0425,0.0425
-5.7000,2.3600,0.0425,0.0425
-5.7500,2.4100,0.0450,0.0450
-5.8000,2.4100,0.0450,0.0450
-5.8500,2.4100,0.0450,0.0450
-5.9000,2.4100,0.0450,0.0450
-5.9500,2.4100,0.0450,0.0450
-6.0000,2.4100,0.0451,0.0451
-6.0500,2.4100,0.0453,0.0453
-6.1000,2.4100,0.0456,0.0456
-6.1500,2.4100,0.0461,0.0461
-6.2000,2.4100,0.0467,0.0467
-6.2500,2.4100,0.0474,0.0474
-6.3000,2.4100,0.0475,0.0475
-6.3500,2.4100,0.0475,0.0475
-6.4000,2.4100,0.0475,0.0475
-6.4500,2.4100,0.0475,0.0475
-6.5000,2.4100,0.0475,0.0475
-6.5500,2.4100,0.0475,0.0475
-6.6000,2.3600,0.0500,0.0500
-6.6500,2.3600,0.0500,0.0500
-6.7000,2.3100,0.0525,0.0525
-6.7500,2.2600,0.0550,0.0550
-6.8000,2.2100,0.0570,0.0570
-6.8000,2.1600,0.0590,0.0590
-6.8000,2.1100,0.0576,0.0576
-6.8500,2.0600,0.0583,0.0583
-6.8500,2.0100,0.0571,0.0571
-6.8500,1.9600,0.0559,0.0559
-6.9000,1.9100,0.0571,0.0571
-6.9000,1.8600,0.0562,0.0562
-6.9000,1.8100,0.0553,0.0553
-6.9500,1.7600,0.0570,0.0570
-6.9500,1.7100,0.0564,0.0564
-6.9500,1.6600,0.0559,0.0559
-6.9500,1.6100,0.0555,0.0555
-7.0000,1.5600,0.0577,0.0577
-7.0000,1.5100,0.0576,0.0576
-7.0000,1.4600,0.0575,0.0575
-7.0000,1.4100,0.0575,0.0575
-7.0000,1.3600,0.0575,0.0575
-6.9500,1.3100,0.0550,0.0550
-6.9500,1.2600,0.0550,0.0550
-6.9500,1.2100,0.0551,0.0551
-6.9000,1.1600,0.0527,0.0527
-6.9000,1.1100,0.0530,0.0530
-6.9000,1.0600,0.0534,0.0534
-6.8500,1.0100,0.0515,0.0515
-6.8500,0.9600,0.0522,0.0522
-6.8000,0.9100,0.0506,0.0506
-6.8000,0.8600,0.0515,0.0515
-6.7500,0.8100,0.0503,0.0503
-6.7500,0.7600,0.0515,0.0515
-6.7000,0.7100,0.0506,0.0506
-6.7000,0.6600,0.0520,0.0520
-6.7000,0.6100,0.0530,0.0530
-6.6500,0.5600,0.0515,0.0515
-6.6000,0.5100,0.0498,0.0498
-6.5500,0.4600,0.0483,0.0483
-6.5000,0.4600,0.0492,0.0492
-6.4500,0.4600,0.0496,0.0496
-6.4000,0.4100,0.0481,0.0481
-6.3500,0.4100,0.0485,0.0485
-6.3000,0.4100,0.0472,0.0472
-6.2500,0.4100,0.0459,0.0459
-6.2000,0.4100,0.0447,0.0447
-6.1500,0.4100,0.0437,0.0437
-6.1000,0.3600,0.0451,0.0451
-6.0500,0.3600,0.0443,0.0443
-6.0000,0.3600,0.0437,0.0437
-5.9500,0.3100,0.0450,0.0450
-5.9000,0.3100,0.0450,0.0450
-5.8500,0.3100,0.0450,0.0450
-5.8000,0.3100,0.0450,0.0450
-5.7500,0.3100,0.0450,0.0450
-5.7000,0.3100,0.0450,0.0450
-5.6500,0.3100,0.0450,0.0450
-5.6000,0.3100,0.0450,0.0450
-5.5500,0.2600,0.0432,0.0432
-5.5000,0.2600,0.0437,0.0437
-5.4500,0.2600,0.0443,0.0443
-5.4000,0.2600,0.0450,0.0450
-5.3500,0.2600,0.0450,0.0450
-5.3000,0.2600,0.0450,0.0450
-5.2500,0.2600,0.0450,0.0450
-5.2000,0.2600,0.0450,0.0450
-5.1500,0.2600,0.0450,0.0450
-5.1000,0.2600,0.0450,0.0450
-5.0500,0.2600,0.0450,0.0450
-5.0000,0.2600,0.0450,0.0450
-4.9500,0.2600,0.0443,0.0443
-4.9000,0.2600,0.0437,0.0437
-4.8500,0.2100,0.0425,0.0425
-4.8000,0.2100,0.0426,0.0426
-4.7500,0.2100,0.0428,0.0428
-4.7000,0.2100,0.0432,0.0432
-4.6500,0.2100,0.0437,0.0437
-4.6000,0.2100,0.0443,0.0443
-4.5500,0.2100,0.0450,0.0450
-4.5000,0.2100,0.0450,0.0450
-4.4500,0.2100,0.0450,0.0450
-4.4000,0.2100,0.0450,0.0450
-4.3500,0.2100,0.0450,0.0450
-4.3000,0.2100,0.0443,0.0443
-4.2500,0.2100,0.0437,0.0437
-4.2000,0.2100,0.0432,0.0432
-4.1500,0.2100,0.0428,0.0428
-4.1000,0.2100,0.0426,0.0426
-4.0500,0.2100,0.0425,0.0425
-4.0000,0.2100,0.0425,0.0425
-3.9500,0.1600,0.0450,0.0450
-3.9000,0.1600,0.0450,0.0450
-3.8500,0.1600,0.0450,0.0450
-3.8000,0.1600,0.0450,0.0450
-3.7500,0.1600,0.0450,0.0450
-3.7000,0.1600,0.0450,0.0450
-3.6500,0.1600,0.0450,0.0450
-3.6000,0.1600,0.0450,0.0450
-3.5500,0.1600,0.0450,0.0450
-3.5000,0.1600,0.0450,0.0450
-3.4500,0.1600,0.0450,0.0450
-3.4000,0.1100,0.0474,0.0474
-3.3500,0.1100,0.0467,0.0467
-3.3000,0.1100,0.0461,0.0461
-3.2500,0.1100,0.0456,0.0456
-3.2000,0.1100,0.0453,0.0453
-3.1500,0.1100,0.0451,0.0451
-3.1000,0.1100,0.0450,0.0450
-3.0500,0.1100,0.0450,0.0450
-3.0000,0.0600,0.0450,0.0450
-2.9500,0.0600,0.0451,0.0451
-2.9000,0.0100,0.0428,0.0428
-2.8500,0.0100,0.0432,0.0432
-2.8000,0.0100,0.0437,0.0437
-2.7500,0.0100,0.0443,0.0443
-2.7000,0.0100,0.0450,0.0450
-2.6500,0.0100,0.0450,0.0450
-2.6000,0.0100,0.0450,0.0450
-2.5500,0.0100,0.0450,0.0450
-2.5000,0.0100,0.0450,0.0450
-2.4500,0.0100,0.0450,0.0450
-2.4000,0.0100,0.0450,0.0450
-2.3500,0.0100,0.0450,0.0450
-2.3000,0.0100,0.0443,0.0443
-2.2500,0.0100,0.0437,0.0437
-2.2000,-0.0400,0.0428,0.0428
-2.1500,-0.0400,0.0432,0.0432
-2.1000,-0.0400,0.0437,0.0437
-2.0500,-0.0400,0.0443,0.0443
-2.0000,-0.0400,0.0443,0.0443
-1.9500,-0.0900,0.0425,0.0425
-1.9000,-0.0900,0.0425,0.0425
-1.8500,-0.0900,0.0425,0.0425
-1.8000,-0.0900,0.0425,0.0425
-1.7500,-0.0900,0.0425,0.0425
-1.7000,-0.0900,0.0425,0.0425
-1.6500,-0.0900,0.0425,0.0425
-1.6000,-0.0900,0.0425,0.0425
-1.5500,-0.0900,0.0426,0.0426
-1.5000,-0.1400,0.0403,0.0403
-1.4500,-0.1400,0.0407,0.0407
-1.4000,-0.1400,0.0412,0.0412
-1.3500,-0.1400,0.0419,0.0419
-1.3000,-0.1400,0.0425,0.0425
-1.2500,-0.1400,0.0425,0.0425
-1.2000,-0.1400,0.0425,0.0425
-1.1500,-0.1400,0.0425,0.0425
-1.1000,-0.1400,0.0425,0.0425
-1.0500,-0.1400,0.0419,0.0419
-1.0000,-0.1900,0.0400,0.0400
-0.9500,-0.1900,0.0400,0.0400
-0.9000,-0.1900,0.0400,0.0400
-0.8500,-0.1900,0.0400,0.0400
-0.8000,-0.1900,0.0400,0.0400
-0.7500,-0.1900,0.0401,0.0401
-0.7000,-0.1900,0.0400,0.0400
-0.6500,-0.1900,0.0401,0.0401
-0.6000,-0.1900,0.0403,0.0403
-0.5500,-0.1900,0.0403,0.0403
-0.5000,-0.1900,0.0395,0.0395
-0.4500,-0.1900,0.0388,0.0388
-0.4000,-0.1900,0.0382,0.0382
-0.3500,-0.1900,0.0378,0.0378
-0.3000,-0.1900,0.0376,0.0376
-0.2500,-0.1900,0.0375,0.0375
-0.2000,-0.1900,0.0375,0.0375
-0.1500,-0.1900,0.0375,0.0375
-0.1000,-0.1900,0.0375,0.0375
-0.0500,-0.1900,0.0375,0.0375
0.0000,-0.2400,0.0400,0.0400
0.0500,-0.2400,0.0400,0.0400
0.1000,-0.2400,0.0400,0.0400
0.1500,-0.2400,0.0400,0.0400
0.2000,-0.2400,0.0400,0.0400
0.2500,-0.2400,0.0400,0.0400
0.3000,-0.2400,0.0400,0.0400
0.3500,-0.2400,0.0400,0.0400
0.4000,-0.2400,0.0400,0.0400
0.4500,-0.2400,0.0400,0.0400
0.5000,-0.2400,0.0400,0.0400
0.5500,-0.2400,0.0400,0.0400
0.6000,-0.2400,0.0400,0.0400
0.6500,-0.2900,0.0425,0.0425
0.7000,-0.2900,0.0425,0.0425
0.7500,-0.2900,0.0425,0.0425
0.8000,-0.2900,0.0425,0.0425
0.8500,-0.2900,0.0425,0.0425
0.9000,-0.2900,0.0425,0.0425
0.9500,-0.2900,0.0425,0.0425
1.0000,-0.2900,0.0425,0.0425
1.0500,-0.2900,0.0425,0.0425
1.1000,-0.2900,0.0425,0.0425
1.1500,-0.2900,0.0419,0.0419
1.2000,-0.2900,0.0412,0.0412
1.2500,-0.2900,0.0407,0.0407
1.3000,-0.2900,0.0403,0.0403
1.3500,-0.2900,0.0401,0.0401
1.4000,-0.2900,0.0400,0.0400
1.4500,-0.3400,0.0425,0.0425
1.5000,-0.3400,0.0425,0.0425
1.5500,-0.3400,0.0425,0.0425
1.6000,-0.3400,0.0425,0.0425
1.6500,-0.3400,0.0425,0.0425
1.7000,-0.3400,0.0425,0.0425
1.7500,-0.3400,0.0425,0.0425
1.8000,-0.3400,0.0425,0.0425
1.8500,-0.3400,0.0425,0.0425
1.9000,-0.3400,0.0425,0.0425
