#x_m,y_m,w_tr_right_m,w_tr_left_m
-5.85,2.46,0.7000000000000001,0.7688779163215975
-5.9,2.41,0.75,0.7307764064044152
-6.15,2.41,0.7547511554864494,0.818033988749895
-6.200000000000001,2.3600000000000003,0.810180165558726,0.7977249200050075
-6.3500000000000005,2.3600000000000003,0.840175425099138,0.8800423721205948
-6.4,2.3099999999999996,0.9,0.8715374513859981
-6.5,2.3099999999999996,0.9,0.9379418403139947
-6.550000000000001,2.26,0.9509996003196804,0.9379418403139947
-6.65,2.26,0.9589678312014173,1.0124404748406688
-6.7,2.21,1.0152946437965906,1.0200378782444086
-6.800000000000001,2.21,1.0341664064126335,1.10089257261219
-6.9,2.1100000000000003,1.1500000000000001,1.1326548781894403
-6.95,2.1100000000000003,1.1500000000000001,1.17648230602334
-7.0,2.0599999999999996,1.2000000000000002,1.1983324063771696
-7.050000000000001,2.0599999999999996,1.2000000000000002,1.2435349040433132
-7.15,1.96,1.3,1.297654530867046
-7.2,1.96,1.3007810593582123,1.3446884203398526
-7.4,1.7599999999999998,1.4500000000000002,1.484656829757475
-7.4,1.2599999999999998,1.4500000000000002,1.4564168070250298
-7.15,1.0099999999999998,1.2297058540778356,1.2524174696260024
-7.1000000000000005,1.0099999999999998,1.2402921800749365,1.2041608956491325
-6.95,0.8600000000000003,1.10089257261219,1.1115594213493105
-6.9,0.8600000000000003,1.1035668847618199,1.0656500283747663
-6.75,0.71,0.9747548783981963,1.00384048104053
-6.7,0.71,0.9854960132182442,0.9619429464123963
-6.65,0.6600000000000001,0.9500000000000001,0.9500000000000001
-6.6000000000000005,0.6600000000000001,0.9500000000000001,0.9103718436910205
-6.550000000000001,0.6100000000000003,0.9,0.9041594578792296
-6.5,0.6100000000000003,0.9,0.8672617529928752
-6.45,0.5599999999999996,0.8500000000000001,0.8672617529928752
-6.3500000000000005,0.5599999999999996,0.8500000000000001,0.801135777277262
-6.300000000000001,0.5099999999999998,0.8,0.810180165558726
-6.200000000000001,0.5099999999999998,0.8,0.7547511554864494
-6.15,0.45999999999999996,0.75,0.7735455276791945
-5.65,0.45999999999999996,0.75,0.65
-5.6,0.41000000000000014,0.7000000000000001,0.7000000000000001
-5.050000000000001,0.41000000000000014,0.7111874208078343,0.65
-5.0,0.3600000000000003,0.67082439194738,0.7000000000000001
-4.35,0.3600000000000003,0.719803902718557,0.65
-4.300000000000001,0.3099999999999996,0.682344135219425,0.7000000000000001
-3.9499999999999993,0.3099999999999996,0.7307764064044152,0.65
-3.9000000000000004,0.2599999999999998,0.6962429422585639,0.7000000000000001
-3.5999999999999996,0.2599999999999998,0.7547511554864494,0.6962429422585639
-3.5500000000000007,0.20999999999999996,0.7111874208078343,0.7307764064044152
-3.0999999999999996,0.20999999999999996,0.751189802081432,0.682344135219425
-3.0500000000000007,0.16000000000000014,0.704987562112089,0.719803902718557
-2.4000000000000004,0.16000000000000014,0.75,0.65
-2.3499999999999996,0.11000000000000032,0.7012492197250394,0.7000000000000001
-1.8000000000000007,0.11000000000000032,0.75,0.65
-1.75,0.05999999999999961,0.7000000000000001,0.7000000000000001
-1.1999999999999993,0.05999999999999961,0.75,0.65
-1.1500000000000004,0.009999999999999787,0.7000000000000001,0.7000000000000001
-0.6500000000000004,0.009999999999999787,0.75,0.65
-0.5999999999999996,-0.040000000000000036,0.7012492197250394,0.7000000000000001
0.4499999999999993,-0.040000000000000036,0.8500000000000001,0.8661903789690601
0.5,0.009999999999999787,0.9,0.8510864433221338
0.5999999999999996,0.009999999999999787,0.9,0.9103718436910205
0.6500000000000004,0.05999999999999961,0.9500000000000001,0.9041594578792296
0.75,0.05999999999999961,0.9509996003196804,0.9727922061357855
0.8000000000000007,0.11000000000000032,1.00384048104053,0.9747548783981963
0.8499999999999996,0.11000000000000032,1.00862523283024,1.0124404748406688
0.9000000000000004,0.16000000000000014,1.0647344063956181,1.0200378782444086
1.0,0.16000000000000014,1.0829316685939332,1.10089257261219
1.0500000000000007,0.20999999999999996,1.1430869689661811,1.1150971698084906
1.0999999999999996,0.20999999999999996,1.1560219778561036,1.1577379737113251
1.1500000000000004,0.2599999999999998,1.2132745950421557,1.17648230602334
1.1999999999999993,0.2599999999999998,1.220690632574555,1.220690632574555
1.25,0.3099999999999996,1.2787653403846946,1.2435349040433132
1.3000000000000007,0.3099999999999996,1.2890248582070705,1.2890248582070705
1.3499999999999996,0.3600000000000003,1.3492422502470642,1.315549442140351
1.4000000000000004,0.3600000000000003,1.35,1.3620770138594662
1.5,0.45999999999999996,1.4500000000000002,1.4240939649566666
1.5500000000000007,0.45999999999999996,1.4500000000000002,1.472004514666935
1.6999999999999993,0.6100000000000003,1.6026297590440448,1.5828170383762732
1.75,0.6100000000000003,1.605911855254592,1.6319679086361658
2.0,0.8600000000000003,1.886892772862904,1.8523243250030885
2.0500000000000007,0.8600000000000003,1.8965882636488798,1.902271554554524
2.0500000000000007,0.9100000000000001,1.945551157288562,1.9005681084665387
2.1000000000000014,0.96,1.95055548698538,1.9500000000000002
2.1000000000000014,1.71,2.076972864800943,2.0717082451262843
1.9499999999999993,1.8600000000000003,1.9638462845343545,1.9847319317591727
1.5999999999999996,1.8600000000000003,1.6704060495238033,1.667866865415443
1.5500000000000007,1.9100000000000001,1.6006577808748212,1.647434209415045
0.4499999999999993,1.9100000000000001,0.8412712210513327,0.8236102527122116
0.40000000000000036,1.96,0.7735455276791945,0.8412712210513327
-0.6500000000000004,1.96,0.6962429422585639,0.6617692030835672
-0.6999999999999993,2.01,0.6656603957913984,0.704987562112089
-1.0,2.01,0.7111874208078343,0.7000000000000001
-1.0500000000000007,2.0599999999999996,0.67082439194738,0.75
-1.5,2.0599999999999996,0.7111874208078343,0.7000000000000001
-1.5500000000000007,2.1100000000000003,0.67082439194738,0.75
-2.0,2.1100000000000003,0.7111874208078343,0.7000000000000001
-2.0500000000000007,2.16,0.67082439194738,0.75
-2.5999999999999996,2.16,0.7111874208078343,0.6962429422585639
-2.6500000000000004,2.21,0.67082439194738,0.7307764064044152
-3.0,2.21,0.7111874208078343,0.7000000000000001
-3.0500000000000007,2.26,0.67082439194738,0.7440306508910551
-3.6999999999999993,2.26,0.7111874208078343,0.6962429422585639
-3.75,2.3099999999999996,0.67082439194738,0.7307764064044152
-4.35,2.3099999999999996,0.7111874208078343,0.7000000000000001
-4.4,2.3600000000000003,0.67082439194738,0.7440306508910551
-4.9,2.3600000000000003,0.7111874208078343,0.7000000000000001
-4.950000000000001,2.41,0.67082439194738,0.75
-5.450000000000001,2.41,0.7111874208078343,0.7000000000000001
-5.5,2.46,0.67082439194738,0.75
