-0.188,0.030,3.645,1.000,2.000,0.300,0.010,0.000
0.010,0.005,3.872,1.000,2.000,0.300,0.010,0.000
0.209,-0.013,4.091,1.000,2.000,0.300,0.010,0.000
0.408,-0.030,4.285,1.000,2.000,0.300,0.010,0.000
0.607,-0.045,4.458,1.000,2.000,0.300,0.010,0.000
0.806,-0.059,4.613,1.000,2.000,0.300,0.010,0.000
1.005,-0.072,4.753,1.000,2.000,0.300,0.010,0.000
1.205,-0.084,4.879,1.000,2.000,0.300,0.010,0.000
1.404,-0.094,4.994,1.000,2.000,0.300,0.010,0.000
1.603,-0.103,5.098,1.000,2.000,0.300,0.010,0.000
1.803,-0.110,5.193,1.000,2.000,0.300,0.010,0.000
2.002,-0.116,5.280,1.000,2.000,0.300,0.010,0.000
2.202,-0.121,5.360,1.000,2.000,0.300,0.010,0.000
2.402,-0.124,5.433,1.000,2.000,0.300,0.010,0.000
2.601,-0.125,5.500,1.000,2.000,0.300,0.010,0.000
2.801,-0.125,5.561,1.000,2.000,0.300,0.010,0.000
3.001,-0.123,5.618,1.000,2.000,0.300,0.010,0.000
3.200,-0.118,5.670,1.000,2.000,0.300,0.010,0.000
3.400,-0.110,5.718,1.000,2.000,0.300,0.010,0.000
3.599,-0.096,5.711,0.900,1.200,0.400,0.010,1.000
3.798,-0.074,5.638,0.900,1.200,0.400,0.010,1.000
3.995,-0.044,5.522,0.900,1.200,0.400,0.010,1.000
4.190,-0.004,5.379,0.900,1.200,0.400,0.010,1.000
4.384,0.046,5.223,0.900,1.200,0.400,0.010,1.000
4.573,0.108,5.069,0.900,1.200,0.400,0.010,1.000
4.759,0.182,4.920,0.900,1.200,0.400,0.010,1.000
4.939,0.268,4.785,0.900,1.200,0.400,0.010,1.000
5.113,0.366,4.664,0.900,1.200,0.400,0.010,1.000
5.279,0.477,4.556,0.900,1.200,0.400,0.010,1.000
5.437,0.599,4.460,0.900,1.200,0.400,0.010,1.000
5.584,0.734,4.374,0.900,1.200,0.400,0.010,1.000
5.720,0.879,4.298,0.900,1.200,0.400,0.010,1.000
5.845,1.036,4.245,0.900,1.200,0.400,0.010,1.000
5.959,1.200,4.270,0.900,1.200,0.400,0.010,1.000
6.063,1.369,4.367,0.900,1.200,0.400,0.010,1.000
6.160,1.543,4.528,0.900,1.200,0.400,0.010,1.000
6.254,1.719,4.676,0.900,1.200,0.400,0.010,1.000
6.344,1.896,4.810,0.900,1.200,0.400,0.010,1.000
6.430,2.075,4.931,0.900,1.200,0.400,0.010,1.000
6.512,2.257,5.041,0.900,1.200,0.400,0.010,1.000
6.589,2.444,5.111,0.900,1.200,0.400,0.010,1.000
6.657,2.629,5.143,0.900,2.000,0.300,0.010,2.000
6.719,2.819,5.158,0.900,2.000,0.300,0.010,2.000
6.774,3.013,5.167,0.900,2.000,0.300,0.010,2.000
6.821,3.205,5.173,0.900,2.000,0.300,0.010,2.000
