6.955,8.030,3.840,0.800,1.000,0.300,0.010,3.000,13.508
6.918,8.224,3.670,0.800,1.000,0.300,0.010,3.000,13.707
6.857,8.414,3.544,0.800,1.000,0.300,0.010,3.000,13.906
6.771,8.592,3.426,0.800,1.000,0.300,0.010,3.000,14.104
6.659,8.755,3.305,0.800,1.000,0.300,0.010,3.000,14.303
6.523,8.900,3.230,0.800,1.000,0.300,0.010,3.000,14.502
6.367,9.023,3.183,0.800,1.000,0.300,0.010,3.000,14.700
6.194,9.118,3.112,0.800,1.000,0.300,0.010,3.000,14.899
6.007,9.182,3.034,0.800,1.000,0.300,0.010,3.000,15.098
5.810,9.212,2.977,0.800,1.000,0.300,0.010,3.000,15.296
5.613,9.205,2.927,0.900,1.500,0.200,0.010,4.000,15.495
5.419,9.163,2.896,0.900,1.500,0.200,0.010,4.000,15.694
5.235,9.087,2.890,0.900,1.500,0.200,0.010,4.000,15.892
5.067,8.984,2.913,0.900,1.500,0.200,0.010,4.000,16.091
4.913,8.858,2.999,0.900,1.500,0.200,0.010,4.000,16.290
4.770,8.718,3.139,0.900,1.500,0.200,0.010,4.000,16.488
4.638,8.571,3.334,0.900,1.500,0.200,0.010,4.000,16.687
4.511,8.418,3.523,0.900,1.500,0.200,0.010,4.000,16.885
4.390,8.260,3.704,0.900,1.500,0.200,0.010,4.000,17.084
4.272,8.100,3.871,0.900,1.500,0.200,0.010,4.000,17.283
4.158,7.937,4.040,1.000,2.000,0.300,0.010,5.000,17.481
4.044,7.774,4.217,1.000,2.000,0.300,0.010,5.000,17.680
3.930,7.611,4.382,1.000,2.000,0.300,0.010,5.000,17.879
3.814,7.450,4.501,1.000,2.000,0.300,0.010,5.000,18.077
3.696,7.290,4.592,1.000,2.000,0.300,0.010,5.000,18.276
3.575,7.133,4.662,1.000,2.000,0.300,0.010,5.000,18.475
3.450,6.978,4.718,1.000,2.000,0.300,0.010,5.000,18.673
3.322,6.826,4.763,1.000,2.000,0.300,0.010,5.000,18.872
3.192,6.677,4.804,1.000,2.000,0.300,0.010,5.000,19.071
3.058,6.530,4.845,1.000,2.000,0.300,0.010,5.000,19.269
2.921,6.386,4.888,1.000,2.000,0.300,0.010,5.000,19.468
2.783,6.243,4.933,1.000,2.000,0.300,0.010,5.000,19.667
2.642,6.103,4.980,1.000,2.000,0.300,0.010,5.000,19.865
2.500,5.965,5.029,1.000,2.000,0.300,0.010,5.000,20.064
2.356,5.827,5.079,1.000,2.000,0.300,0.010,5.000,20.263
2.211,5.692,5.130,1.000,2.000,0.300,0.010,5.000,20.461
2.065,5.557,5.182,1.000,2.000,0.300,0.010,5.000,20.660
1.918,5.423,5.236,1.000,2.000,0.300,0.010,5.000,20.859
1.771,5.291,5.289,1.000,2.000,0.300,0.010,5.000,21.057
1.623,5.158,5.340,1.000,2.000,0.300,0.010,5.000,21.256
1.475,5.026,5.388,1.000,2.000,0.300,0.010,5.000,21.454
1.326,4.895,5.437,1.000,2.000,0.300,0.010,5.000,21.653
1.176,4.764,5.469,1.000,2.000,0.300,0.010,5.000,21.852
1.026,4.635,5.469,1.000,2.000,0.300,0.010,5.000,22.050
0.872,4.508,5.448,1.000,2.000,0.300,0.010,5.000,22.249
0.716,4.385,5.409,1.000,2.000,0.300,0.010,5.000,22.448
0.557,4.266,5.358,1.000,2.000,0.300,0.010,5.000,22.646
0.395,4.151,5.305,1.000,2.000,0.300,0.010,5.000,22.845
0.230,4.040,5.262,1.000,2.000,0.300,0.010,5.000,23.044
0.063,3.932,5.271,1.000,2.000,0.300,0.010,5.000,23.242
-0.104,3.823,5.334,1.000,2.000,0.300,0.010,5.000,23.441
-0.268,3.712,5.318,1.000,2.000,0.300,0.010,5.000,23.640
-0.429,3.594,5.233,0.700,1.500,0.300,0.020,6.000,23.838
-0.583,3.469,5.050,0.700,1.500,0.300,0.020,6.000,24.037
-0.728,3.335,4.882,0.700,1.500,0.300,0.020,6.000,24.236
-0.865,3.189,4.718,0.700,1.500,0.300,0.020,6.000,24.434
-0.989,3.034,4.556,0.700,1.500,0.300,0.020,6.000,24.633
-1.100,2.869,4.402,0.700,1.500,0.300,0.020,6.000,24.832
-1.197,2.694,4.268,0.700,1.500,0.300,0.020,6.000,25.030
-1.278,2.514,4.159,0.700,1.500,0.300,0.020,6.000,25.229
-1.343,2.327,4.068,0.700,1.500,0.300,0.020,6.000,25.428
-1.392,2.133,3.986,0.700,1.500,0.300,0.020,6.000,25.626
-1.421,1.937,3.900,0.700,1.500,0.300,0.020,6.000,25.825
-1.431,1.739,3.813,0.700,1.500,0.300,0.020,6.000,26.023
-1.420,1.542,3.728,0.800,1.500,0.200,0.000,7.000,26.222
-1.386,1.349,3.628,0.800,1.500,0.200,0.000,7.000,26.421
-1.330,1.160,3.548,0.800,1.500,0.200,0.000,7.000,26.619
-1.252,0.978,3.491,0.800,1.500,0.200,0.000,7.000,26.818
-1.150,0.805,3.439,0.800,1.500,0.200,0.000,7.000,27.017
-1.029,0.648,3.394,0.800,1.500,0.200,0.000,7.000,27.215
-0.890,0.507,3.365,0.800,1.500,0.200,0.000,7.000,27.414
-0.733,0.382,3.352,0.800,1.500,0.200,0.000,7.000,27.613
-0.564,0.278,3.350,0.800,1.500,0.200,0.000,7.000,27.811
-0.385,0.193,3.371,1.000,2.000,0.300,0.010,0.000,28.010
-0.198,0.125,3.417,1.000,2.000,0.300,0.010,0.000,28.209
